"county_geoid","place_geoid","tract_geoid","county","place","tract","county_pop","place_pop","tract_pop","overlap_percent"
6013,660620,6013370000,"Contra Costa","Richmond","Census Tract 3700, Contra Costa County, California",1142251,109884,2850,0.970794494040019
6013,621061,6013370000,"Contra Costa","East Richmond Heights CDP","Census Tract 3700, Contra Costa County, California",1142251,3162,2850,0.0292055059599811
6001,626000,6001442301,"Alameda","Fremont","Census Tract 4423.01, Alameda County, California",1656754,235740,5496,1
6037,603666,6037405101,"Los Angeles","Baldwin Park","Census Tract 4051.01, Los Angeles County, California",10081570,75892,5617,1
6037,644000,6037199800,"Los Angeles","Los Angeles","Census Tract 1998, Los Angeles County, California",10081570,3966936,5828,1
6037,644000,6037291300,"Los Angeles","Los Angeles","Census Tract 2913, Los Angeles County, California",10081570,3966936,3037,1
6037,644000,6037292000,"Los Angeles","Los Angeles","Census Tract 2920, Los Angeles County, California",10081570,3966936,6567,1
6037,640886,6037604002,"Los Angeles","Lawndale","Census Tract 6040.02, Los Angeles County, California",10081570,32819,4856,1
6037,669088,6037920035,"Los Angeles","Santa Clarita","Census Tract 9200.35, Los Angeles County, California",10081570,213411,6895,1
6029,603526,6029002804,"Kern","Bakersfield","Census Tract 28.04, Kern County, California",887641,377917,2510,1
6107,682954,6107001800,"Tulare","Visalia","Census Tract 18, Tulare County, California",461898,132104,4608,1
6037,658072,6037402101,"Los Angeles","Pomona","Census Tract 4021.01, Los Angeles County, California",10081570,152209,5558,1
6037,615044,6037542602,"Los Angeles","Compton","Census Tract 5426.02, Los Angeles County, California",10081570,96803,5934,1
6075,667000,6075020900,"San Francisco","San Francisco","Census Tract 209, San Francisco County, California",874961,874961,4597,1
6075,667000,6075021000,"San Francisco","San Francisco","Census Tract 210, San Francisco County, California",874961,874961,4523,1
6013,653070,6013302005,"Contra Costa","Oakley","Census Tract 3020.05, Contra Costa County, California",1142251,41324,7290,1
6045,681134,6045011300,"Mendocino","Ukiah","Census Tract 113, Mendocino County, California",87224,15943,5673,1
6045,609990,6045010900,"Mendocino","Calpella CDP","Census Tract 109, Mendocino County, California",87224,682,4989,1
6045,616728,6045010100,"Mendocino","Covelo CDP","Census Tract 101, Mendocino County, California",87224,1140,2674,1
6067,664000,6067007104,"Sacramento","Sacramento","Census Tract 71.04, Sacramento County, California",1524553,500930,8397,1
6085,668000,6085512042,"Santa Clara","San Jose","Census Tract 5120.42, Santa Clara County, California",1927470,1027690,3020,1
6085,668000,6085503306,"Santa Clara","San Jose","Census Tract 5033.06, Santa Clara County, California",1927470,1027690,4373,1
6111,665042,6111001503,"Ventura","San Buenaventura (Ventura)","Census Tract 15.03, Ventura County, California",847263,109910,5106,1
6099,680812,6099003605,"Stanislaus","Turlock","Census Tract 36.05, Stanislaus County, California",543194,72904,8068,1
6071,660466,6071003603,"San Bernardino","Rialto","Census Tract 36.03, San Bernardino County, California",2149031,103045,3938,1
6037,673430,6037503103,"Los Angeles","South Whittier CDP","Census Tract 5031.03, Los Angeles County, California",10081570,60357,5204,1
6113,618100,6113010606,"Yolo","Davis","Census Tract 106.06, Yolo County, California",217352,68543,7745,1
6053,670742,6053013600,"Monterey","Seaside","Census Tract 136, Monterey County, California",433410,33956,4679,1
6065,600464,6065044402,"Riverside","Aguanga CDP","Census Tract 444.02, Riverside County, California",2411439,805,5266,0.127138491244344
6065,602294,6065044402,"Riverside","Anza CDP","Census Tract 444.02, Riverside County, California",2411439,3076,5266,0.656048053895062
6065,639715,6065044402,"Riverside","Lake Riverside CDP","Census Tract 444.02, Riverside County, California",2411439,1354,5266,0.216813454860594
6071,613210,6071001901,"San Bernardino","Chino","Census Tract 19.01, San Bernardino County, California",2149031,89631,4664,1
6073,666000,6073008330,"San Diego","San Diego","Census Tract 83.30, San Diego County, California",3316073,1409573,5271,1
6031,641166,6031000300,"Kings","Lemoore Station CDP","Census Tract 3, Kings County, California",150691,6858,6858,1
6053,654848,6053012100,"Monterey","Pacific Grove","Census Tract 121, Monterey County, California",433410,15522,2113,1
6037,644000,6037209510,"Los Angeles","Los Angeles","Census Tract 2095.10, Los Angeles County, California",10081570,3966936,3076,1
6095,681666,6095250501,"Solano","Vallejo","Census Tract 2505.01, Solano County, California",441829,121267,2189,1
6059,669000,6059074108,"Orange","Santa Ana","Census Tract 741.08, Orange County, California",3168044,332794,4939,1
6065,646842,6065042714,"Riverside","Menifee","Census Tract 427.14, Riverside County, California",2411439,90349,3519,0.000694842759407634
6065,610928,6065042714,"Riverside","Canyon Lake","Census Tract 427.14, Riverside County, California",2411439,11170,3519,0.999305157240592
6037,644000,6037267501,"Los Angeles","Los Angeles","Census Tract 2675.01, Los Angeles County, California",10081570,3966936,5993,1
6037,644000,6037294520,"Los Angeles","Los Angeles","Census Tract 2945.20, Los Angeles County, California",10081570,3966936,3710,1
6059,653980,6059076202,"Orange","Orange","Census Tract 762.02, Orange County, California",3168044,139887,6159,0.802439651726326
6059,602000,6059076202,"Orange","Anaheim","Census Tract 762.02, Orange County, California",3168044,349964,6159,0.197560348273674
6079,644182,6079010701,"San Luis Obispo","Los Osos CDP","Census Tract 107.01, San Luis Obispo County, California",282165,16533,5437,1
6073,666000,6073007908,"San Diego","San Diego","Census Tract 79.08, San Diego County, California",3316073,1409573,3726,1
6067,624638,6067008512,"Sacramento","Folsom","Census Tract 85.12, Sacramento County, California",1524553,78159,4552,1
6007,654388,6007003300,"Butte","Oroville East CDP","Census Tract 33, Butte County, California",225817,7771,4083,0.102254693942442
6007,603792,6007003300,"Butte","Bangor CDP","Census Tract 33, Butte County, California",225817,429,4083,0.339808054180575
6007,634428,6007003300,"Butte","Honcut CDP","Census Tract 33, Butte County, California",225817,116,4083,0.107186355553368
6007,659115,6007003300,"Butte","Rackerby CDP","Census Tract 33, Butte County, California",225817,208,4083,0.0689793341298852
6007,655086,6007003300,"Butte","Palermo CDP","Census Tract 33, Butte County, California",225817,5395,4083,0.361513484977788
6007,654386,6007003300,"Butte","Oroville","Census Tract 33, Butte County, California",225817,19393,4083,0.0202580772159402
6037,608954,6037310602,"Los Angeles","Burbank","Census Tract 3106.02, Los Angeles County, California",10081570,103703,2853,1
6037,644000,6037269904,"Los Angeles","Los Angeles","Census Tract 2699.04, Los Angeles County, California",10081570,3966936,3927,1
6037,643000,6037571503,"Los Angeles","Long Beach","Census Tract 5715.03, Los Angeles County, California",10081570,466776,3878,0.723363000496754
6037,639892,6037571503,"Los Angeles","Lakewood","Census Tract 5715.03, Los Angeles County, California",10081570,80292,3878,0.276636999503246
6073,673696,6073014901,"San Diego","Spring Valley CDP (San Diego County)","Census Tract 149.01, San Diego County, California",3316073,31650,4086,0.00592510285196863
6073,640004,6073014901,"San Diego","La Mesa","Census Tract 149.01, San Diego County, California",3316073,59556,4086,0.994074897148031
6073,650398,6073011601,"San Diego","National City","Census Tract 116.01, San Diego County, California",3316073,61121,5470,1
6037,644000,6037183820,"Los Angeles","Los Angeles","Census Tract 1838.20, Los Angeles County, California",10081570,3966936,3445,1
6037,644000,6037197300,"Los Angeles","Los Angeles","Census Tract 1973, Los Angeles County, California",10081570,3966936,4052,1
6111,678582,6111007202,"Ventura","Thousand Oaks","Census Tract 72.02, Ventura County, California",847263,127873,4446,1
6067,664000,6067000400,"Sacramento","Sacramento","Census Tract 4, Sacramento County, California",1524553,500930,3933,1
6073,666000,6073005900,"San Diego","San Diego","Census Tract 59, San Diego County, California",3316073,1409573,3344,1
6037,644000,6037204920,"Los Angeles","Los Angeles","Census Tract 2049.20, Los Angeles County, California",10081570,3966936,2751,1
6073,666000,6073007905,"San Diego","San Diego","Census Tract 79.05, San Diego County, California",3316073,1409573,2659,1
6037,613560,6037404202,"Los Angeles","Citrus CDP","Census Tract 4042.02, Los Angeles County, California",10081570,10150,4252,0.631813927600386
6037,603386,6037404202,"Los Angeles","Azusa","Census Tract 4042.02, Los Angeles County, California",10081570,49753,4252,0.368186072399613
6037,656000,6037462002,"Los Angeles","Pasadena","Census Tract 4620.02, Los Angeles County, California",10081570,141258,4043,1
6037,644000,6037186203,"Los Angeles","Los Angeles","Census Tract 1862.03, Los Angeles County, California",10081570,3966936,3416,1
6037,644000,6037123902,"Los Angeles","Los Angeles","Census Tract 1239.02, Los Angeles County, California",10081570,3966936,2668,1
6019,627000,6019000600,"Fresno","Fresno","Census Tract 6, Fresno County, California",984521,525010,4750,1
6037,630000,6037302104,"Los Angeles","Glendale","Census Tract 3021.04, Los Angeles County, California",10081570,200232,4288,1
6019,627000,6019002905,"Fresno","Fresno","Census Tract 29.05, Fresno County, California",984521,525010,3046,1
6029,603526,6029000906,"Kern","Bakersfield","Census Tract 9.06, Kern County, California",887641,377917,4518,1
6085,668000,6085503108,"Santa Clara","San Jose","Census Tract 5031.08, Santa Clara County, California",1927470,1027690,8222,1
6085,668000,6085503323,"Santa Clara","San Jose","Census Tract 5033.23, Santa Clara County, California",1927470,1027690,4763,1
6071,660466,6071003509,"San Bernardino","Rialto","Census Tract 35.09, San Bernardino County, California",2149031,103045,4343,1
6037,673080,6037536104,"Los Angeles","South Gate","Census Tract 5361.04, Los Angeles County, California",10081570,94642,3900,1
6055,649432,6055201403,"Napa","Moskowite Corner CDP","Census Tract 2014.03, Napa County, California",139623,121,738,1
6055,650258,6055200705,"Napa","Napa","Census Tract 2007.05, Napa County, California",139623,79074,3017,1
6037,680000,6037650602,"Los Angeles","Torrance","Census Tract 6506.02, Los Angeles County, California",10081570,145492,7315,1
6029,603526,6029001500,"Kern","Bakersfield","Census Tract 15, Kern County, California",887641,377917,2586,1
6029,603526,6029002815,"Kern","Bakersfield","Census Tract 28.15, Kern County, California",887641,377917,4006,1
6001,633000,6001437400,"Alameda","Hayward","Census Tract 4374, Alameda County, California",1656754,159293,3485,1
6065,662000,6065031501,"Riverside","Riverside","Census Tract 315.01, Riverside County, California",2411439,326414,7993,1
6065,649270,6065042508,"Riverside","Moreno Valley","Census Tract 425.08, Riverside County, California",2411439,207289,5486,1
6071,648788,6071000207,"San Bernardino","Montclair","Census Tract 2.07, San Bernardino County, California",2149031,39155,4456,1
6037,655156,6037910601,"Los Angeles","Palmdale","Census Tract 9106.01, Los Angeles County, California",10081570,156293,6726,1
6037,656000,6037463000,"Los Angeles","Pasadena","Census Tract 4630, Los Angeles County, California",10081570,141258,2665,1
6013,657456,6013310000,"Contra Costa","Pittsburg","Census Tract 3100, Contra Costa County, California",1142251,71422,6257,1
6059,669000,6059089105,"Orange","Santa Ana","Census Tract 891.05, Orange County, California",3168044,332794,6889,1
6037,656000,6037462100,"Los Angeles","Pasadena","Census Tract 4621, Los Angeles County, California",10081570,141258,5748,1
6037,617498,6037534403,"Los Angeles","Cudahy","Census Tract 5344.03, Los Angeles County, California",10081570,23890,2795,1
6059,684550,6059099222,"Orange","Westminster","Census Tract 992.22, Orange County, California",3168044,91137,5346,1
6059,636000,6059099239,"Orange","Huntington Beach","Census Tract 992.39, Orange County, California",3168044,200259,3824,1
6059,628000,6059011403,"Orange","Fullerton","Census Tract 114.03, Orange County, California",3168044,139611,6654,1
6073,666000,6073003114,"San Diego","San Diego","Census Tract 31.14, San Diego County, California",3316073,1409573,3462,1
6071,660466,6071003506,"San Bernardino","Rialto","Census Tract 35.06, San Bernardino County, California",2149031,103045,5535,1
6037,644000,6037115202,"Los Angeles","Los Angeles","Census Tract 1152.02, Los Angeles County, California",10081570,3966936,5684,1
6037,643000,6037575202,"Los Angeles","Long Beach","Census Tract 5752.02, Los Angeles County, California",10081570,466776,4175,1
6069,634120,6069000600,"San Benito","Hollister","Census Tract 6, San Benito County, California",60376,38687,9187,1
6071,624680,6071003404,"San Bernardino","Fontana","Census Tract 34.04, San Bernardino County, California",2149031,210759,5165,0.44276055367832
6071,660466,6071003404,"San Bernardino","Rialto","Census Tract 34.04, San Bernardino County, California",2149031,103045,5165,0.55723944632168
6029,603526,6029003000,"Kern","Bakersfield","Census Tract 30, Kern County, California",887641,377917,7552,1
6013,616000,6013338101,"Contra Costa","Concord","Census Tract 3381.01, Contra Costa County, California",1142251,129183,5352,1
6095,623182,6095252314,"Solano","Fairfield","Census Tract 2523.14, Solano County, California",441829,115282,4221,1
6037,636490,6037407602,"Los Angeles","Industry","Census Tract 4076.02, Los Angeles County, California",10081570,373,3993,0.0022963826531258
6037,640340,6037407602,"Los Angeles","La Puente","Census Tract 4076.02, Los Angeles County, California",10081570,40020,3993,0.997703617346874
6067,602210,6067007432,"Sacramento","Antelope CDP","Census Tract 74.32, Sacramento County, California",1524553,48398,5118,1
6067,602210,6067007433,"Sacramento","Antelope CDP","Census Tract 74.33, Sacramento County, California",1524553,48398,8155,1
6059,639220,6059042328,"Orange","Laguna Hills","Census Tract 423.28, Orange County, California",3168044,31617,2526,0.883354359550448
6059,648256,6059042328,"Orange","Mission Viejo","Census Tract 423.28, Orange County, California",3168044,95516,2526,0.116645640449552
6059,657526,6059011716,"Orange","Placentia","Census Tract 117.16, Orange County, California",3168044,51818,5223,1
6059,686832,6059011718,"Orange","Yorba Linda","Census Tract 117.18, Orange County, California",3168044,67725,3458,0.299800029910467
6059,657526,6059011718,"Orange","Placentia","Census Tract 117.18, Orange County, California",3168044,51818,3458,0.700199970089533
6081,609066,6081605100,"San Mateo","Burlingame","Census Tract 6051, San Mateo County, California",767423,30576,3181,1
6037,644000,6037197200,"Los Angeles","Los Angeles","Census Tract 1972, Los Angeles County, California",10081570,3966936,3909,1
6037,644000,6037229100,"Los Angeles","Los Angeles","Census Tract 2291, Los Angeles County, California",10081570,3966936,5146,1
6095,681554,6095252909,"Solano","Vacaville","Census Tract 2529.09, Solano County, California",441829,98875,3471,1
6111,654652,6111003010,"Ventura","Oxnard","Census Tract 30.10, Ventura County, California",847263,208154,3226,1
6081,625338,6081608004,"San Mateo","Foster City","Census Tract 6080.04, San Mateo County, California",767423,33997,8738,1
6065,649270,6065046800,"Riverside","Moreno Valley","Census Tract 468, Riverside County, California",2411439,207289,6788,1
6071,681344,6071000901,"San Bernardino","Upland","Census Tract 9.01, San Bernardino County, California",2149031,76596,5051,1
6059,616532,6059063102,"Orange","Costa Mesa","Census Tract 631.02, Orange County, California",3168044,113159,6971,1
6073,666000,6073003901,"San Diego","San Diego","Census Tract 39.01, San Diego County, California",3316073,1409573,4379,1
6071,633434,6071010019,"San Bernardino","Hesperia","Census Tract 100.19, San Bernardino County, California",2149031,94203,4911,1
6037,644000,6037191902,"Los Angeles","Los Angeles","Census Tract 1919.02, Los Angeles County, California",10081570,3966936,2788,1
6037,644000,6037122120,"Los Angeles","Los Angeles","Census Tract 1221.20, Los Angeles County, California",10081570,3966936,5011,1
6001,633000,6001437701,"Alameda","Hayward","Census Tract 4377.01, Alameda County, California",1656754,159293,3773,1
6037,643000,6037574000,"Los Angeles","Long Beach","Census Tract 5740, Los Angeles County, California",10081570,466776,5165,1
6053,648872,6053013100,"Monterey","Monterey","Census Tract 131, Monterey County, California",433410,28352,2200,1
6037,622230,6037432601,"Los Angeles","El Monte","Census Tract 4326.01, Los Angeles County, California",10081570,115517,7210,1
6111,654652,6111003608,"Ventura","Oxnard","Census Tract 36.08, Ventura County, California",847263,208154,4024,1
6059,625380,6059099231,"Orange","Fountain Valley","Census Tract 992.31, Orange County, California",3168044,56026,5431,1
6001,653000,6001402400,"Alameda","Oakland","Census Tract 4024, Alameda County, California",1656754,425097,2866,1
6001,653000,6001402500,"Alameda","Oakland","Census Tract 4025, Alameda County, California",1656754,425097,1781,1
6071,613210,6071000604,"San Bernardino","Chino","Census Tract 6.04, San Bernardino County, California",2149031,89631,5436,1
6059,684550,6059099802,"Orange","Westminster","Census Tract 998.02, Orange County, California",3168044,91137,5472,1
6099,648354,6099000803,"Stanislaus","Modesto","Census Tract 8.03, Stanislaus County, California",543194,212616,5060,1
6059,643224,6059110014,"Orange","Los Alamitos","Census Tract 1100.14, Orange County, California",3168044,11534,5274,1
6059,608786,6059110303,"Orange","Buena Park","Census Tract 1103.03, Orange County, California",3168044,82489,4661,1
6071,659962,6071008404,"San Bernardino","Redlands","Census Tract 84.04, San Bernardino County, California",2149031,71198,3010,1
6037,644000,6037296600,"Los Angeles","Los Angeles","Census Tract 2966, Los Angeles County, California",10081570,3966936,5358,1
6037,644000,6037143100,"Los Angeles","Los Angeles","Census Tract 1431, Los Angeles County, California",10081570,3966936,4389,1
6059,636770,6059062627,"Orange","Irvine","Census Tract 626.27, Orange County, California",3168044,273157,3549,1
6001,657792,6001450743,"Alameda","Pleasanton","Census Tract 4507.43, Alameda County, California",1656754,81717,6684,1
6037,617568,6037702801,"Los Angeles","Culver City","Census Tract 7028.01, Los Angeles County, California",10081570,39169,4679,1
6037,644000,6037216200,"Los Angeles","Los Angeles","Census Tract 2162, Los Angeles County, California",10081570,3966936,5778,1
6031,616224,6031001402,"Kings","Corcoran","Census Tract 14.02, Kings County, California",150691,22156,2168,1
6039,655842,6039000502,"Madera","Parkwood CDP","Census Tract 5.02, Madera County, California",155433,2183,12934,0.221179589632062
6039,645022,6039000502,"Madera","Madera","Census Tract 5.02, Madera County, California",155433,64833,12934,0.778820410367938
6037,644000,6037269905,"Los Angeles","Los Angeles","Census Tract 2699.05, Los Angeles County, California",10081570,3966936,2459,1
6037,656924,6037502402,"Los Angeles","Pico Rivera","Census Tract 5024.02, Los Angeles County, California",10081570,63001,3874,1
6037,684200,6037406200,"Los Angeles","West Covina","Census Tract 4062, Los Angeles County, California",10081570,106589,5811,0.704435446159031
6037,616742,6037406200,"Los Angeles","Covina","Census Tract 4062, Los Angeles County, California",10081570,48095,5811,0.295564553840969
6065,662000,6065031002,"Riverside","Riverside","Census Tract 310.02, Riverside County, California",2411439,326414,5202,1
6107,682954,6107001200,"Tulare","Visalia","Census Tract 12, Tulare County, California",461898,132104,1245,1
6037,643000,6037575300,"Los Angeles","Long Beach","Census Tract 5753, Los Angeles County, California",10081570,466776,4360,1
6111,649138,6111007611,"Ventura","Moorpark","Census Tract 76.11, Ventura County, California",847263,36372,3923,1
6037,622230,6037432802,"Los Angeles","El Monte","Census Tract 4328.02, Los Angeles County, California",10081570,115517,5077,1
6085,668000,6085503401,"Santa Clara","San Jose","Census Tract 5034.01, Santa Clara County, California",1927470,1027690,4468,1
6029,618394,6029004901,"Kern","Delano","Census Tract 49.01, Kern County, California",887641,52886,5863,1
6019,627000,6019000300,"Fresno","Fresno","Census Tract 3, Fresno County, California",984521,525010,4225,1
6085,668000,6085512020,"Santa Clara","San Jose","Census Tract 5120.20, Santa Clara County, California",1927470,1027690,7825,1
6075,667000,6075030302,"San Francisco","San Francisco","Census Tract 303.02, San Francisco County, California",874961,874961,4348,1
6073,666000,6073005200,"San Diego","San Diego","Census Tract 52, San Diego County, California",3316073,1409573,7087,1
6037,640130,6037900803,"Los Angeles","Lancaster","Census Tract 9008.03, Los Angeles County, California",10081570,159028,8751,1
6037,666070,6037400302,"Los Angeles","San Dimas","Census Tract 4003.02, Los Angeles County, California",10081570,34048,3154,0.0100054937873348
6037,640830,6037400302,"Los Angeles","La Verne","Census Tract 4003.02, Los Angeles County, California",10081570,32211,3154,0.989994506212665
6037,646492,6037533401,"Los Angeles","Maywood","Census Tract 5334.01, Los Angeles County, California",10081570,27332,5098,1
6097,670712,6097154303,"Sonoma","Sea Ranch CDP","Census Tract 1543.03, Sonoma County, California",499772,1134,1528,0.741272745439812
6097,678715,6097154303,"Sonoma","Timber Cove CDP","Census Tract 1543.03, Sonoma County, California",499772,141,1528,0.258727254560188
6037,644000,6037232500,"Los Angeles","Los Angeles","Census Tract 2325, Los Angeles County, California",10081570,3966936,4940,1
6037,643000,6037574700,"Los Angeles","Long Beach","Census Tract 5747, Los Angeles County, California",10081570,466776,133,1
6037,643000,6037577200,"Los Angeles","Long Beach","Census Tract 5772, Los Angeles County, California",10081570,466776,5848,1
6059,628000,6059110605,"Orange","Fullerton","Census Tract 1106.05, Orange County, California",3168044,139611,6740,1
6059,657526,6059011721,"Orange","Placentia","Census Tract 117.21, Orange County, California",3168044,51818,5364,1
6073,666000,6073007301,"San Diego","San Diego","Census Tract 73.01, San Diego County, California",3316073,1409573,5413,1
6085,668000,6085503110,"Santa Clara","San Jose","Census Tract 5031.10, Santa Clara County, California",1927470,1027690,4917,1
6067,664000,6067006900,"Sacramento","Sacramento","Census Tract 69, Sacramento County, California",1524553,500930,4858,1
6059,665084,6059042108,"Orange","San Clemente","Census Tract 421.08, Orange County, California",3168044,64878,4997,1
6071,624680,6071003101,"San Bernardino","Fontana","Census Tract 31.01, San Bernardino County, California",2149031,210759,5287,1
6071,614890,6071003611,"San Bernardino","Colton","Census Tract 36.11, San Bernardino County, California",2149031,54580,4874,0.809098454504635
6071,660466,6071003611,"San Bernardino","Rialto","Census Tract 36.11, San Bernardino County, California",2149031,103045,4874,0.190901545495365
6071,665000,6071006203,"San Bernardino","San Bernardino","Census Tract 62.03, San Bernardino County, California",2149031,216089,4995,1
6055,650258,6055200601,"Napa","Napa","Census Tract 2006.01, Napa County, California",139623,79074,5633,1
6085,668000,6085512029,"Santa Clara","San Jose","Census Tract 5120.29, Santa Clara County, California",1927470,1027690,6698,1
6059,669000,6059074802,"Orange","Santa Ana","Census Tract 748.02, Orange County, California",3168044,332794,6772,1
6031,631960,6031000701,"Kings","Hanford","Census Tract 7.01, Kings County, California",150691,56475,5656,1
6053,645778,6053014201,"Monterey","Marina","Census Tract 142.01, Monterey County, California",433410,21981,5414,1
6037,604982,6037554203,"Los Angeles","Bellflower","Census Tract 5542.03, Los Angeles County, California",10081570,77195,3730,1
6037,604982,6037554405,"Los Angeles","Bellflower","Census Tract 5544.05, Los Angeles County, California",10081570,77195,3015,1
6075,667000,6075013200,"San Francisco","San Francisco","Census Tract 132, San Francisco County, California",874961,874961,4292,1
6095,675630,6095252704,"Solano","Suisun City","Census Tract 2527.04, Solano County, California",441829,29488,5410,1
6055,650258,6055201102,"Napa","Napa","Census Tract 2011.02, Napa County, California",139623,79074,1904,1
6037,644000,6037195710,"Los Angeles","Los Angeles","Census Tract 1957.10, Los Angeles County, California",10081570,3966936,4487,1
6081,668252,6081607400,"San Mateo","San Mateo","Census Tract 6074, San Mateo County, California",767423,104333,4870,1
6019,627000,6019005304,"Fresno","Fresno","Census Tract 53.04, Fresno County, California",984521,525010,5365,1
6071,653896,6071001101,"San Bernardino","Ontario","Census Tract 11.01, San Bernardino County, California",2149031,176760,4173,1
6071,665000,6071006204,"San Bernardino","San Bernardino","Census Tract 62.04, San Bernardino County, California",2149031,216089,4277,1
6001,653000,6001403100,"Alameda","Oakland","Census Tract 4031, Alameda County, California",1656754,425097,2101,1
6037,666140,6037320300,"Los Angeles","San Fernando","Census Tract 3203, Los Angeles County, California",10081570,24535,6734,1
6111,654652,6111004506,"Ventura","Oxnard","Census Tract 45.06, Ventura County, California",847263,208154,7788,1
6025,609710,6025012001,"Imperial","Calexico","Census Tract 120.01, Imperial County, California",180701,39946,3884,1
6111,654652,6111003609,"Ventura","Oxnard","Census Tract 36.09, Ventura County, California",847263,208154,5863,1
6085,668000,6085503118,"Santa Clara","San Jose","Census Tract 5031.18, Santa Clara County, California",1927470,1027690,5286,1
6037,644000,6037127920,"Los Angeles","Los Angeles","Census Tract 1279.20, Los Angeles County, California",10081570,3966936,4716,1
6065,607218,6065046200,"Riverside","Blythe","Census Tract 462, Riverside County, California",2411439,19643,2871,1
6073,640326,6073013909,"San Diego","La Presa CDP","Census Tract 139.09, San Diego County, California",3316073,38227,5068,1
6037,644000,6037229410,"Los Angeles","Los Angeles","Census Tract 2294.10, Los Angeles County, California",10081570,3966936,3697,1
6037,644000,6037127605,"Los Angeles","Los Angeles","Census Tract 1276.05, Los Angeles County, California",10081570,3966936,4329,1
6037,644000,6037293202,"Los Angeles","Los Angeles","Census Tract 2932.02, Los Angeles County, California",10081570,3966936,6740,1
6059,617750,6059110106,"Orange","Cypress","Census Tract 1101.06, Orange County, California",3168044,48893,3670,1
6065,621230,6065040613,"Riverside","Eastvale","Census Tract 406.13, Riverside County, California",2411439,62046,11946,1
6097,656784,6097150602,"Sonoma","Petaluma","Census Tract 1506.02, Sonoma County, California",499772,60767,4271,1
6073,666000,6073009301,"San Diego","San Diego","Census Tract 93.01, San Diego County, California",3316073,1409573,4935,1
6013,638772,6013302008,"Contra Costa","Knightsen CDP","Census Tract 3020.08, Contra Costa County, California",1142251,1176,8781,0.398020640546813
6013,653070,6013302008,"Contra Costa","Oakley","Census Tract 3020.08, Contra Costa County, California",1142251,41324,8781,0.601979359453187
6065,640354,6065045109,"Riverside","La Quinta","Census Tract 451.09, Riverside County, California",2411439,41076,4137,1
6061,662938,6061020713,"Placer","Roseville","Census Tract 207.13, Placer County, California",385512,135637,3196,1
6037,644000,6037293301,"Los Angeles","Los Angeles","Census Tract 2933.01, Los Angeles County, California",10081570,3966936,3108,1
6037,644000,6037293302,"Los Angeles","Los Angeles","Census Tract 2933.02, Los Angeles County, California",10081570,3966936,5082,1
6023,607162,6023001200,"Humboldt","Blue Lake","Census Tract 12, Humboldt County, California",135940,902,4675,0.00145012653705038
6023,602476,6023001200,"Humboldt","Arcata","Census Tract 12, Humboldt County, California",135940,18178,4675,0.99854987346295
6023,623910,6023011200,"Humboldt","Ferndale","Census Tract 112, Humboldt County, California",135940,1377,3309,1
6059,684550,6059099602,"Orange","Westminster","Census Tract 996.02, Orange County, California",3168044,91137,3275,0.428365056237675
6059,636000,6059099602,"Orange","Huntington Beach","Census Tract 996.02, Orange County, California",3168044,200259,3275,0.571634943762325
6081,609066,6081605500,"San Mateo","Burlingame","Census Tract 6055, San Mateo County, California",767423,30576,5469,1
6073,666000,6073002711,"San Diego","San Diego","Census Tract 27.11, San Diego County, California",3316073,1409573,3279,1
6077,675000,6077003310,"San Joaquin","Stockton","Census Tract 33.10, San Joaquin County, California",742603,309228,4938,1
6077,645484,6077005109,"San Joaquin","Manteca","Census Tract 51.09, San Joaquin County, California",742603,79129,4209,1
6037,640130,6037901011,"Los Angeles","Lancaster","Census Tract 9010.11, Los Angeles County, California",10081570,159028,5314,1
6077,680238,6077005302,"San Joaquin","Tracy","Census Tract 53.02, San Joaquin County, California",742603,90675,7395,1
6037,612552,6037554521,"Los Angeles","Cerritos","Census Tract 5545.21, Los Angeles County, California",10081570,50143,5949,1
6013,649187,6013352201,"Contra Costa","Moraga","Census Tract 3522.01, Contra Costa County, California",1142251,17539,6658,0.61358917201463
6013,654232,6013352201,"Contra Costa","Orinda","Census Tract 3522.01, Contra Costa County, California",1142251,19646,6658,0.38641082798537
6037,644000,6037241202,"Los Angeles","Los Angeles","Census Tract 2412.02, Los Angeles County, California",10081570,3966936,5776,1
6071,681344,6071000824,"San Bernardino","Upland","Census Tract 8.24, San Bernardino County, California",2149031,76596,5645,1
6071,681344,6071000815,"San Bernardino","Upland","Census Tract 8.15, San Bernardino County, California",2149031,76596,3491,1
6001,620018,6001450300,"Alameda","Dublin","Census Tract 4503, Alameda County, California",1656754,61240,5212,1
6071,665000,6071004403,"San Bernardino","San Bernardino","Census Tract 44.03, San Bernardino County, California",2149031,216089,5054,1
6029,618394,6029005003,"Kern","Delano","Census Tract 50.03, Kern County, California",887641,52886,3797,1
6037,670000,6037701201,"Los Angeles","Santa Monica","Census Tract 7012.01, Los Angeles County, California",10081570,91577,4088,1
6055,650258,6055200707,"Napa","Napa","Census Tract 2007.07, Napa County, California",139623,79074,3240,1
6089,639514,6089012500,"Shasta","Lakehead CDP","Census Tract 125, Shasta County, California",179212,670,1670,1
6073,666000,6073008344,"San Diego","San Diego","Census Tract 83.44, San Diego County, California",3316073,1409573,3764,1
6061,662364,6061021129,"Placer","Rocklin","Census Tract 211.29, Placer County, California",385512,64835,3352,0.863704654466604
