bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G06000104001001,060014001001,G0600010400100,06001400100,0.98938216809,0.991273343808,0.991334460993,0.991949146756,0.990509202092
G06000104001001,060014001001,G0600130354001,06013354001,1.92826e-7,2.01604e-7,2.25992e-7,2.26773e-7,0.002784931774
G06000104001001,060014001001,G0600010422600,06001422600,0,0,0,0,0.001764481462
G06000104001001,060014001001,G0600010421600,06001421600,0,0,0,0,0.001241620499
G06000104001001,060014001001,G0600010422700,06001422700,0.004704841261,0.004099169326,0.004335659864,0.004025969873,2.678791e-4
G06000104001001,060014001001,G0600010423700,06001423700,0.005863141204,0.004575802493,0.00427651234,0.003971047173,0.003423867871
G06000104001001,060014001001,G0600010423800,06001423800,4.9656619e-5,5.148277e-5,5.3140811e-5,5.3609425e-5,8.017201e-6
G06000104001002,060014001002,G0600010400100,06001400100,0.99999333726,0.999994511061,0.999996960272,0.999997149322,0.998097987575
G06000104001002,060014001002,G0600130354001,06013354001,6.66274e-6,5.488939e-6,3.039728e-6,2.850678e-6,0.001717439418
G06000104001002,060014001002,G0600130353001,06013353001,0,0,0,0,1.84573007e-4
G06000104002001,060014002001,G0600010400200,06001400200,0.99674285486,0.997866463316,0.998006460454,0.998024655687,0.99761863436
G06000104002001,060014002001,G0600010423800,06001423800,0.00325714514,0.002133536684,0.001993539546,0.001975344313,0.00238136564
G06000104002002,060014002002,G0600010400200,06001400200,1,1,1,1,1
G06000104003001,060014003001,G0600010400300,06001400300,1,1,1,1,1
G06000104003002,060014003002,G0600010400300,06001400300,1,1,1,1,1
G06000104003003,060014003003,G0600010400300,06001400300,0.986330935252,0.986440677966,0.990445859873,0.991124260355,0.983230456825
G06000104003003,060014003003,G0600010401100,06001401100,0.013669064748,0.013559322034,0.009554140127,0.008875739645,0.016769543175
G06000104003004,060014003004,G0600010400300,06001400300,1,1,1,1,1
G06000104004001,060014004001,G0600010400400,06001400400,0.966699935171,0.96745044118,0.969148475636,0.969687106499,0.970455123506
G06000104004001,060014004001,G0600010423902,06001423902,0.033300064829,0.03254955882,0.030851524364,0.030312893501,0.029544876494
G06000104004002,060014004002,G0600010400400,06001400400,1,1,1,1,1
G06000104004003,060014004003,G0600010400400,06001400400,0.967107539915,0.968874171602,0.980079882152,0.980596728193,0.974877545439
G06000104004003,060014004003,G0600010423902,06001423902,0.032892460085,0.031125828398,0.019920117848,0.019403271807,0.025122454561
G06000104005001,060014005001,G0600010400500,06001400500,0.988163993464,0.990704393388,0.995663569138,0.992289171878,0.993295177601
G06000104005001,060014005001,G0600010423901,06001423901,0.011836006536,0.009295606612,0.004336430862,0.007710828122,0.006704822399
G06000104005002,060014005002,G0600010400500,06001400500,1,1,1,1,1
G06000104005003,060014005003,G0600010400500,06001400500,0.991245997445,0.991374002377,0.993151883187,0.992988498109,0.986870567471
G06000104005003,060014005003,G0600010423901,06001423901,0.008754002555,0.008625997623,0.006848116813,0.007011501891,0.013129432529
G06000104006001,060014006001,G0600010400600,06001400600,1,1,1,1,1
G06000104006002,060014006002,G0600010400600,06001400600,1,1,1,1,1
G06000104007001,060014007001,G0600010400700,06001400700,0.939138247712,0.938168898616,0.95136499324,0.943866405618,0.955872437358
G06000104007001,060014007001,G0600010424001,06001424001,0.060861752288,0.061831101384,0.04863500676,0.056133594382,0.044127562642
G06000104007002,060014007002,G0600010400700,06001400700,1,1,1,1,1
G06000104007003,060014007003,G0600010400700,06001400700,1,1,1,1,1
G06000104007004,060014007004,G0600010400700,06001400700,1,1,1,1,1
G06000104008001,060014008001,G0600010400800,06001400800,0.958666645807,0.960338375519,0.96511090166,0.963440691702,0.947505838719
G06000104008001,060014008001,G0600010424002,06001424002,0.037086741652,0.035296960606,0.03079486749,0.032375184578,0.040137801538
G06000104008001,060014008001,G0600010422000,06001422000,0,0,0,0,7.44873178e-4
G06000104008001,060014008001,G0600010425103,06001425103,0.00424661254,0.004364663876,0.00409423085,0.00418412372,0.004857193845
G06000104008001,060014008001,G0600010400700,06001400700,0,0,0,0,0.00675429272
G06000104008002,060014008002,G0600010400700,06001400700,0,0,0,0,0.039945053945
G06000104008002,060014008002,G0600010400800,06001400800,1,1,1,1,0.960054946055
G06000104008003,060014008003,G0600010400700,06001400700,0,0,0,0,0.016228651547
G06000104008003,060014008003,G0600010400800,06001400800,0.993808049536,0.996376811594,0.988990825688,0.990033222591,0.930814696035
G06000104008003,060014008003,G0600010400900,06001400900,0.006191950464,0.003623188406,0.011009174312,0.009966777409,0.052956652418
G06000104009001,060014009001,G0600010400900,06001400900,1,1,1,1,1
G06000104009002,060014009002,G0600010400900,06001400900,0.984170206425,0.983347991887,0.988095241658,0.984683812318,0.984878258007
G06000104009002,060014009002,G0600010425104,06001425104,0.015829793575,0.016652008113,0.011904758342,0.015316187682,0.015121741993
G06000104010001,060014010001,G0600010401000,06001401000,1,1,1,1,1
G06000104010002,060014010002,G0600010401000,06001401000,1,1,1,1,1
G06000104010003,060014010003,G0600010401000,06001401000,1,1,1,1,1
G06000104010004,060014010004,G0600010401000,06001401000,1,1,1,1,1
G06000104010005,060014010005,G0600010401000,06001401000,0.999768977918,0.99975709578,0.999988758346,0.999989816094,0.978698776005
G06000104010005,060014010005,G0600010401100,06001401100,0,0,0,0,0.021133925059
G06000104010005,060014010005,G0600010401400,06001401400,2.31022082e-4,2.4290422e-4,1.1241654e-5,1.0183906e-5,1.67298936e-4
G06000104010006,060014010006,G0600010401000,06001401000,1,1,1,1,1
G06000104011001,060014011001,G0600010401100,06001401100,0.999247876712,0.999439736676,0.999997122019,0.99979241069,0.998524374489
G06000104011001,060014011001,G0600010401200,06001401200,7.52123288e-4,5.60263324e-4,2.877981e-6,2.0758931e-4,0.001475625511
G06000104011002,060014011002,G0600010401100,06001401100,1,1,1,1,1
G06000104011003,060014011003,G0600010401100,06001401100,1,1,1,1,1
G06000104011004,060014011004,G0600010401100,06001401100,1,1,1,1,1
G06000104012001,060014012001,G0600010401200,06001401200,1,1,1,1,1
G06000104012002,060014012002,G0600010401200,06001401200,1,1,1,1,1
G06000104012003,060014012003,G0600010401200,06001401200,1,1,1,1,1
G06000104013001,060014013001,G0600010401300,06001401300,1,1,1,1,0.992345596433
G06000104013001,060014013001,G0600010401400,06001401400,0,0,0,0,0.007654403567
G06000104013002,060014013002,G0600010401300,06001401300,1,1,1,1,1
G06000104013003,060014013003,G0600010401300,06001401300,1,1,1,1,1
G06000104014001,060014014001,G0600010401400,06001401400,1,1,1,1,1
G06000104014002,060014014002,G0600010401400,06001401400,1,1,1,1,1
G06000104014003,060014014003,G0600010401400,06001401400,1,1,1,1,1
G06000104015001,060014015001,G0600010401500,06001401500,0.977649006623,0.985133795837,0.998054474708,0.998178506375,0.990171674607
G06000104015001,060014015001,G0600010425104,06001425104,0.022350993377,0.014866204163,0.001945525292,0.001821493625,0.009828325393
G06000104015002,060014015002,G0600010401500,06001401500,1,1,1,1,1
G06000104015003,060014015003,G0600010401500,06001401500,1,1,1,1,1
G06000104016001,060014016001,G0600010401600,06001401600,1,1,1,1,1
G06000104016002,060014016002,G0600010401600,06001401600,1,1,1,1,1
G06000104017001,060014017001,G0600010401700,06001401700,1,1,1,1,0.99397492909
G06000104017001,060014017001,G0600010402200,06001402200,0,0,0,0,0.00602507091
G06000104017002,060014017002,G0600010401700,06001401700,1,1,1,1,1
G06000104017003,060014017003,G0600010401700,06001401700,1,1,1,1,0.997663786831
G06000104017003,060014017003,G0600010425104,06001425104,0,0,0,0,0.002336213169
G06000104018001,060014018001,G0600010401800,06001401800,1,1,1,1,1
G06000104018002,060014018002,G0600010401800,06001401800,1,1,1,1,0.98357433956
G06000104018002,060014018002,G0600010402200,06001402200,0,0,0,0,0.01642566044
G06000104022001,060014022001,G0600010402200,06001402200,1,1,1,1,1
G06000104022002,060014022002,G0600010402200,06001402200,1,1,1,1,1
G06000104022003,060014022003,G0600010402200,06001402200,1,1,1,1,0.982290782018
G06000104022003,060014022003,G0600010410500,06001410500,0,0,0,0,0.017709217982
G06000104024001,060014024001,G0600010402400,06001402400,1,1,1,1,1
G06000104024002,060014024002,G0600010402400,06001402400,1,1,1,1,1
G06000104025001,060014025001,G0600010402500,06001402500,1,1,1,1,1
G06000104025002,060014025002,G0600010402500,06001402500,1,1,1,1,1
G06000104026001,060014026001,G0600010402600,06001402600,1,1,1,1,1
G06000104027001,060014027001,G0600010402700,06001402700,1,1,1,1,1
G06000104027002,060014027002,G0600010402700,06001402700,1,1,1,1,1
G06000104028011,060014028011,G0600010402800,06001402800,1,1,1,1,0.944842563464
G06000104028011,060014028011,G0600010402700,06001402700,0,0,0,0,0.055157436536
G06000104028012,060014028012,G0600010402800,06001402800,1,1,1,1,1
G06000104028013,060014028013,G0600010402800,06001402800,1,1,1,1,1
G06000104028021,060014028021,G0600010402800,06001402800,1,1,1,1,1
G06000104028022,060014028022,G0600010402800,06001402800,1,1,1,1,1
G06000104029001,060014029001,G0600010402900,06001402900,1,1,1,1,0.957205503465
G06000104029001,060014029001,G0600010403400,06001403400,0,0,0,0,0.042794496535
G06000104029002,060014029002,G0600010402900,06001402900,1,1,1,1,1
G06000104030001,060014030001,G0600010403000,06001403000,1,1,1,1,1
G06000104030002,060014030002,G0600010403000,06001403000,1,1,1,1,1
G06000104030003,060014030003,G0600010403000,06001403000,1,1,1,1,1
G06000104031001,060014031001,G0600010403100,06001403100,1,1,1,1,1
G06000104031002,060014031002,G0600010403100,06001403100,1,1,1,1,1
G06000104033011,060014033011,G0600010403300,06001403300,1,1,1,1,1
G06000104033012,060014033012,G0600010403300,06001403300,1,1,1,1,1
G06000104033021,060014033021,G0600010403300,06001403300,1,1,1,1,1
G06000104033022,060014033022,G0600010403300,06001403300,1,1,1,1,1
G06000104033022,060014033022,G0600010427300,06001427300,0,0,0,0,0
G06000104033023,060014033023,G0600010403300,06001403300,1,1,1,1,1
G06000104034011,060014034011,G0600010403400,06001403400,1,1,1,1,1
G06000104034012,060014034012,G0600010403400,06001403400,1,1,1,1,1
G06000104034013,060014034013,G0600010403400,06001403400,1,1,1,1,1
G06000104034021,060014034021,G0600010403400,06001403400,1,1,1,1,1
G06000104034022,060014034022,G0600010403400,06001403400,1,1,1,1,1
G06000104035011,060014035011,G0600010403501,06001403501,1,1,1,1,1
G06000104035012,060014035012,G0600010403501,06001403501,1,1,1,1,1
G06000104035013,060014035013,G0600010403501,06001403501,1,1,1,1,0.987718417267
G06000104035013,060014035013,G0600010404000,06001404000,0,0,0,0,0.012281582733
G06000104035014,060014035014,G0600010403501,06001403501,1,1,1,1,1
G06000104035021,060014035021,G0600010403502,06001403502,1,1,1,1,1
G06000104035022,060014035022,G0600010403502,06001403502,1,1,1,1,1
G06000104036001,060014036001,G0600010403600,06001403600,1,1,1,1,1
G06000104036002,060014036002,G0600010403600,06001403600,1,1,1,1,1
G06000104036003,060014036003,G0600010403600,06001403600,0.999800786356,0.999777089902,1,1,0.982285450948
G06000104036003,060014036003,G0600010403502,06001403502,0,0,0,0,0.00527980168
G06000104036003,060014036003,G0600010403702,06001403702,1.99213644e-4,2.22910098e-4,0,0,0.012434747372
G06000104037011,060014037011,G0600010403701,06001403701,1,1,1,1,1
G06000104037012,060014037012,G0600010403701,06001403701,1,1,1,1,1
G06000104037021,060014037021,G0600010403702,06001403702,1,1,1,1,0.986854068095
G06000104037021,060014037021,G0600010403600,06001403600,0,0,0,0,0.013145931905
G06000104037022,060014037022,G0600010403702,06001403702,1,1,1,1,1
G06000104038001,060014038001,G0600010403800,06001403800,0.998588351733,0.998407477146,0.998448780788,0.998498619156,0.998434575864
G06000104038001,060014038001,G0600010426100,06001426100,0.001411648267,0.001592522854,0.001551219212,0.001501380844,0.001565424136
G06000104038002,060014038002,G0600010403800,06001403800,1,1,1,1,1
G06000104038003,060014038003,G0600010403800,06001403800,1,1,1,1,1
G06000104038004,060014038004,G0600010403800,06001403800,0.994707226389,0.995640669225,0.996301270882,0.996442155501,0.992652480214
G06000104038004,060014038004,G0600010426200,06001426200,0.005292773611,0.004359330775,0.003698729118,0.003557844499,0.007347519786
G06000104039001,060014039001,G0600010403900,06001403900,1,1,1,1,1
G06000104039002,060014039002,G0600010403900,06001403900,1,1,1,1,1
G06000104039003,060014039003,G0600010403900,06001403900,1,1,1,1,1
G06000104040001,060014040001,G0600010404000,06001404000,1,1,1,1,1
G06000104040002,060014040002,G0600010404000,06001404000,1,1,1,1,1
G06000104040003,060014040003,G0600010404000,06001404000,0.994378126733,0.994392538979,0.993456883784,0.993705789346,0.978336320989
G06000104040003,060014040003,G0600010426200,06001426200,0.005621873267,0.005607461021,0.006543116216,0.006294210654,0.021663679011
G06000104041011,060014041011,G0600010404101,06001404101,0.999750671313,0.999751683815,0.999801414255,0.999782656066,0.999861958805
G06000104041011,060014041011,G0600010426200,06001426200,2.49328687e-4,2.48316185e-4,1.98585745e-4,2.17343934e-4,1.38041195e-4
G06000104041012,060014041012,G0600010404101,06001404101,1,1,1,1,1
G06000104041013,060014041013,G0600010404101,06001404101,1,1,1,1,1
G06000104041021,060014041021,G0600010404102,06001404102,1,1,1,1,1
G06000104041022,060014041022,G0600010404102,06001404102,1,1,1,1,1
G06000104042001,060014042001,G0600010404200,06001404200,1,1,1,1,1
G06000104042002,060014042002,G0600010404200,06001404200,1,1,1,1,1
G06000104042003,060014042003,G0600010404200,06001404200,0.975134089742,0.973684322893,0.969618917373,0.970794855219,0.991939530051
G06000104042003,060014042003,G0600010404101,06001404101,0.015019880081,0.015939197003,0.018526068806,0.017793399418,0.002111277294
G06000104042003,060014042003,G0600010426100,06001426100,0.009846030177,0.010376480104,0.011855013821,0.011411745363,0.005949192655
G06000104043001,060014043001,G0600010404300,06001404300,1,1,1,1,0.998064478648
G06000104043001,060014043001,G0600010404400,06001404400,0,0,0,0,0.001935521352
G06000104043002,060014043002,G0600010404300,06001404300,1,1,1,1,1
G06000104043003,060014043003,G0600010404300,06001404300,1,1,1,1,1
G06000104044001,060014044001,G0600010404400,06001404400,0.9999930293,0.999993353576,0.999996609361,0.999996686538,0.997782711667
G06000104044001,060014044001,G0600130353001,06013353001,6.9707e-6,6.646424e-6,3.390639e-6,3.313462e-6,0.002217288333
G06000104044002,060014044002,G0600010404400,06001404400,1,1,1,1,0.983533960109
G06000104044002,060014044002,G0600010404501,06001404501,0,0,0,0,0.016466039891
G06000104044003,060014044003,G0600010404400,06001404400,0.99965311512,0.999664794239,0.999649315069,0.999665710728,0.998590429721
G06000104044003,060014044003,G0600130353001,06013353001,3.4688488e-4,3.35205761e-4,3.50684931e-4,3.34289272e-4,0.001409570279
G06000104044004,060014044004,G0600010404400,06001404400,1,1,1,1,1
G06000104045011,060014045011,G0600010404501,06001404501,0.994785168906,0.994885303669,0.999871111115,0.99846610955,0.99654911351
G06000104045011,060014045011,G0600010426100,06001426100,1.32956447e-4,1.21828999e-4,1.28888885e-4,1.25439745e-4,8.3399512e-5
G06000104045011,060014045011,G0600010404700,06001404700,0.005081874647,0.004992867332,0,0.001408450704,0.003367486978
G06000104045021,060014045021,G0600010404502,06001404502,1,1,1,1,1
G06000104045022,060014045022,G0600010404502,06001404502,1,1,1,1,1
G06000104045023,060014045023,G0600010404502,06001404502,0.995814474828,0.995300375283,0.995378572021,0.995592517848,0.978895336498
G06000104045023,060014045023,G0600130352202,06013352202,0.001465606804,0.001645131146,0.00162120727,0.00154337153,0.016470344215
G06000104045023,060014045023,G0600130353001,06013353001,0.002719918368,0.003054493572,0.003000220709,0.002864110621,0.004634319287
G06000104045024,060014045024,G0600010404502,06001404502,1,1,1,1,1
G06000104046001,060014046001,G0600010404502,06001404502,0.01145938394,0.012092370105,0.012270879669,0.011991418641,0.009723060515
G06000104046001,060014046001,G0600010404600,06001404600,0.988538127728,0.98790509033,0.987726515265,0.988006035621,0.989847700863
G06000104046001,060014046001,G0600130352202,06013352202,2.488332e-6,2.539566e-6,2.605067e-6,2.545738e-6,4.29238622e-4
G06000104046002,060014046002,G0600010404600,06001404600,1,1,1,1,0.992002775096
G06000104046002,060014046002,G0600130352202,06013352202,0,0,0,0,0.007997224904
G06000104046003,060014046003,G0600010404600,06001404600,1,1,1,1,1
G06000104046004,060014046004,G0600010404600,06001404600,0.979129416529,0.979660427167,0.984617529832,0.980116512415,0.992281926247
G06000104046004,060014046004,G0600010404502,06001404502,0.020791415158,0.020275750203,0.015332197615,0.019834710744,0.005415738389
G06000104046004,060014046004,G0600010430102,06001430102,7.9168313e-5,6.382263e-5,5.0272553e-5,4.8776841e-5,0.002053375294
G06000104046004,060014046004,G0600130352202,06013352202,0,0,0,0,2.4896007e-4
G06000104047001,060014047001,G0600010404700,06001404700,1,1,1,1,1
G06000104047002,060014047002,G0600010404700,06001404700,1,1,1,1,1
G06000104048001,060014048001,G0600010404800,06001404800,1,1,1,1,1
G06000104048002,060014048002,G0600010404800,06001404800,1,1,1,1,1
G06000104049001,060014049001,G0600010404900,06001404900,1,1,1,1,1
G06000104049002,060014049002,G0600010404900,06001404900,1,1,1,1,1
G06000104049003,060014049003,G0600010404900,06001404900,1,1,1,1,1
G06000104049004,060014049004,G0600010404900,06001404900,1,1,1,1,1
G06000104050001,060014050001,G0600010405000,06001405000,1,1,1,1,1
G06000104050002,060014050002,G0600010405000,06001405000,1,1,1,1,1
G06000104050003,060014050003,G0600010405000,06001405000,1,1,1,1,0.99920450971599994
G06000104050003,060014050003,G0600010405200,06001405200,0,0,0,0,7.95490284e-4
G06000104051001,060014051001,G0600010405100,06001405100,1,1,1,1,1
G06000104051002,060014051002,G0600010405100,06001405100,1,1,1,1,1
G06000104051003,060014051003,G0600010405100,06001405100,1,1,1,1,1
G06000104051004,060014051004,G0600010405100,06001405100,1,1,1,1,1
G06000104051005,060014051005,G0600010405100,06001405100,1,1,1,1,1
G06000104052001,060014052001,G0600010405200,06001405200,1,1,1,1,1
G06000104052002,060014052002,G0600010405200,06001405200,1,1,1,1,1
G06000104052003,060014052003,G0600010405200,06001405200,1,1,1,1,1
G06000104052004,060014052004,G0600010405200,06001405200,1,1,1,1,1
G06000104053011,060014053011,G0600010405301,06001405301,1,1,1,1,1
G06000104053012,060014053012,G0600010405301,06001405301,1,1,1,1,1
G06000104053013,060014053013,G0600010405301,06001405301,1,1,1,1,1
G06000104053021,060014053021,G0600010405302,06001405302,1,1,1,1,1
G06000104053022,060014053022,G0600010405302,06001405302,1,1,1,1,1
G06000104054011,060014054011,G0600010405401,06001405401,1,1,1,1,1
G06000104054012,060014054012,G0600010405401,06001405401,1,1,1,1,1
G06000104054013,060014054013,G0600010405401,06001405401,1,1,1,1,1
G06000104054021,060014054021,G0600010405402,06001405402,1,1,1,1,1
G06000104054022,060014054022,G0600010405402,06001405402,1,1,1,1,1
G06000104055001,060014055001,G0600010405500,06001405500,1,1,1,1,1
G06000104055002,060014055002,G0600010405500,06001405500,1,1,1,1,1
G06000104055003,060014055003,G0600010405500,06001405500,1,1,1,1,1
G06000104055004,060014055004,G0600010405500,06001405500,1,1,1,1,1
G06000104056001,060014056001,G0600010405600,06001405600,1,1,1,1,1
G06000104056002,060014056002,G0600010405600,06001405600,1,1,1,1,1
G06000104056003,060014056003,G0600010405600,06001405600,1,1,1,1,1
G06000104057001,060014057001,G0600010405700,06001405700,1,1,1,1,1
G06000104057002,060014057002,G0600010405700,06001405700,1,1,1,1,1
G06000104057003,060014057003,G0600010405700,06001405700,1,1,1,1,1
G06000104058001,060014058001,G0600010405800,06001405800,1,1,1,1,1
G06000104058002,060014058002,G0600010405800,06001405800,1,1,1,1,1
G06000104058003,060014058003,G0600010405800,06001405800,1,1,1,1,1
G06000104058004,060014058004,G0600010405800,06001405800,1,1,1,1,1
G06000104059011,060014059011,G0600010405901,06001405901,1,1,1,1,1
G06000104059012,060014059012,G0600010405901,06001405901,1,1,1,1,1
G06000104059013,060014059013,G0600010405901,06001405901,1,1,1,1,1
G06000104059021,060014059021,G0600010405902,06001405902,1,1,1,1,1
G06000104059022,060014059022,G0600010405902,06001405902,1,1,1,1,1
G06000104060001,060014060001,G0600010406000,06001406000,1,1,1,1,1
G06000104060001,060014060001,G0600010427300,06001427300,0,0,0,0,0
G06000104060002,060014060002,G0600010406000,06001406000,1,1,1,1,1
G06000104060003,060014060003,G0600010406000,06001406000,1,1,1,1,0.993405400893
G06000104060003,060014060003,G0600010403300,06001403300,0,0,0,0,0.006594599107
G06000104060004,060014060004,G0600010406000,06001406000,1,1,1,1,1
G06000104061001,060014061001,G0600010406100,06001406100,1,1,1,1,1
G06000104061002,060014061002,G0600010406100,06001406100,1,1,1,1,1
G06000104061003,060014061003,G0600010406100,06001406100,1,1,1,1,0.998833592535
G06000104061003,060014061003,G0600010406000,06001406000,0,0,0,0,0.001166407465
G06000104061004,060014061004,G0600010406100,06001406100,1,1,1,1,1
G06000104062011,060014062011,G0600010406201,06001406201,1,1,1,1,1
G06000104062012,060014062012,G0600010406201,06001406201,1,1,1,1,1
G06000104062013,060014062013,G0600010406201,06001406201,1,1,1,1,1
G06000104062014,060014062014,G0600010406201,06001406201,1,1,1,1,1
G06000104062021,060014062021,G0600010406202,06001406202,1,1,1,1,1
G06000104062022,060014062022,G0600010406202,06001406202,1,1,1,1,1
G06000104062023,060014062023,G0600010406202,06001406202,1,1,1,1,1
G06000104063001,060014063001,G0600010406300,06001406300,1,1,1,1,1
G06000104063002,060014063002,G0600010406300,06001406300,1,1,1,1,1
G06000104063003,060014063003,G0600010406300,06001406300,1,1,1,1,1
G06000104063004,060014063004,G0600010406300,06001406300,1,1,1,1,1
G06000104064001,060014064001,G0600010406400,06001406400,1,1,1,1,1
G06000104064002,060014064002,G0600010406400,06001406400,1,1,1,1,1
G06000104065001,060014065001,G0600010406500,06001406500,1,1,1,1,1
G06000104065002,060014065002,G0600010406500,06001406500,1,1,1,1,1
G06000104065003,060014065003,G0600010406500,06001406500,1,1,1,1,1
G06000104065004,060014065004,G0600010406500,06001406500,1,1,1,1,1
G06000104066011,060014066011,G0600010406601,06001406601,1,1,1,1,1
G06000104066012,060014066012,G0600010406601,06001406601,1,1,1,1,1
G06000104066013,060014066013,G0600010406601,06001406601,1,1,1,1,1
G06000104066014,060014066014,G0600010406601,06001406601,1,1,1,1,1
G06000104066021,060014066021,G0600010406602,06001406602,1,1,1,1,1
G06000104066022,060014066022,G0600010406602,06001406602,1,1,1,1,1
G06000104067001,060014067001,G0600010406700,06001406700,1,1,1,1,1
G06000104067002,060014067002,G0600010406700,06001406700,1,1,1,1,1
G06000104067003,060014067003,G0600010406700,06001406700,1,1,1,1,1
G06000104067004,060014067004,G0600010406700,06001406700,1,1,1,1,1
G06000104067005,060014067005,G0600010406700,06001406700,1,1,1,1,1
G06000104068001,060014068001,G0600010406800,06001406800,1,1,1,1,1
G06000104068002,060014068002,G0600010406800,06001406800,1,1,1,1,1
G06000104068003,060014068003,G0600010406800,06001406800,1,1,1,1,1
G06000104068004,060014068004,G0600010406800,06001406800,1,1,1,1,1
G06000104069001,060014069001,G0600010406900,06001406900,1,1,1,1,1
G06000104069002,060014069002,G0600010406900,06001406900,1,1,1,1,1
G06000104069003,060014069003,G0600010406900,06001406900,1,1,1,1,1
G06000104070001,060014070001,G0600010407000,06001407000,1,1,1,1,1
G06000104070002,060014070002,G0600010407000,06001407000,1,1,1,1,1
G06000104070003,060014070003,G0600010407000,06001407000,1,1,1,1,1
G06000104070004,060014070004,G0600010407000,06001407000,1,1,1,1,1
G06000104070005,060014070005,G0600010407000,06001407000,1,1,1,1,1
G06000104071011,060014071011,G0600010407101,06001407101,1,1,1,1,1
G06000104071012,060014071012,G0600010407101,06001407101,1,1,1,1,1
G06000104071021,060014071021,G0600010407102,06001407102,1,1,1,1,1
G06000104071022,060014071022,G0600010407102,06001407102,1,1,1,1,1
G06000104071023,060014071023,G0600010407102,06001407102,1,1,1,1,1
G06000104071024,060014071024,G0600010407102,06001407102,1,1,1,1,1
G06000104072001,060014072001,G0600010407200,06001407200,1,1,1,1,1
G06000104072002,060014072002,G0600010407200,06001407200,1,1,1,1,1
G06000104072003,060014072003,G0600010407200,06001407200,1,1,1,1,1
G06000104072004,060014072004,G0600010407200,06001407200,1,1,1,1,1
G06000104073001,060014073001,G0600010407300,06001407300,1,1,1,1,1
G06000104073002,060014073002,G0600010407300,06001407300,1,1,1,1,1
G06000104074001,060014074001,G0600010407400,06001407400,1,1,1,1,1
G06000104074002,060014074002,G0600010407400,06001407400,1,1,1,1,1
G06000104074003,060014074003,G0600010407400,06001407400,1,1,1,1,1
G06000104075001,060014075001,G0600010407500,06001407500,1,1,1,1,1
G06000104075002,060014075002,G0600010407500,06001407500,1,1,1,1,1
G06000104075003,060014075003,G0600010407500,06001407500,1,1,1,1,1
G06000104076001,060014076001,G0600010407600,06001407600,1,1,1,1,1
G06000104076002,060014076002,G0600010407600,06001407600,1,1,1,1,1
G06000104076003,060014076003,G0600010407600,06001407600,1,1,1,1,1
G06000104076004,060014076004,G0600010407600,06001407600,1,1,1,1,1
G06000104076005,060014076005,G0600010407600,06001407600,1,1,1,1,1
G06000104077001,060014077001,G0600010407700,06001407700,0.999923985775,0.999936735034,0.999928895547,0.999930042393,0.999953071787
G06000104077001,060014077001,G0600010407800,06001407800,7.6014225e-5,6.3264966e-5,7.1104453e-5,6.9957607e-5,4.6928213e-5
G06000104077002,060014077002,G0600010407700,06001407700,1,1,1,1,1
G06000104077003,060014077003,G0600010407700,06001407700,1,1,1,1,1
G06000104077004,060014077004,G0600010407700,06001407700,1,1,1,1,1
G06000104078001,060014078001,G0600010407800,06001407800,1,1,1,1,1
G06000104078002,060014078002,G0600010407800,06001407800,0.999645072968,0.999612942126,0.999401284584,0.999433682604,0.996331367936
G06000104078002,060014078002,G0600010407700,06001407700,3.54927032e-4,3.87057874e-4,5.98715416e-4,5.66317396e-4,0.003668632064
G06000104079001,060014079001,G0600010407900,06001407900,1,1,1,1,1
G06000104079002,060014079002,G0600010407900,06001407900,1,1,1,1,1
G06000104079003,060014079003,G0600010407900,06001407900,1,1,1,1,1
G06000104080001,060014080001,G0600010408000,06001408000,1,1,1,1,1
G06000104080002,060014080002,G0600010408000,06001408000,0.999779575906,0.999766109558,0.9997681832,0.999780513881,0.974676544233
G06000104080002,060014080002,G0600010430102,06001430102,2.20424094e-4,2.33890442e-4,2.318168e-4,2.19486119e-4,0.025323455767
G06000104081001,060014081001,G0600010408100,06001408100,0.998980837971,0.99890321,0.998800161756,0.998828222232,0.951870394591
G06000104081001,060014081001,G0600010430102,06001430102,0.001019162029,0.00109679,0.001199838244,0.001171777768,0.048129605409
G06000104081002,060014081002,G0600010408100,06001408100,1,1,1,1,1
G06000104081003,060014081003,G0600010408100,06001408100,0.99823106794,0.998478680236,0.999480833284,0.998725142066,0.947842117274
G06000104081003,060014081003,G0600010430102,06001430102,0.00176893206,0.001521319764,5.19166716e-4,0.001274857934,0.052157882726
G06000104081004,060014081004,G0600010408100,06001408100,1,1,1,1,1
G06000104081005,060014081005,G0600010408100,06001408100,1,1,1,1,1
G06000104082001,060014082001,G0600010408200,06001408200,1,1,1,1,1
G06000104082002,060014082002,G0600010408200,06001408200,1,1,1,1,1
G06000104082003,060014082003,G0600010408200,06001408200,1,1,1,1,1
G06000104083001,060014083001,G0600010407800,06001407800,0,0,0,0,0.05992941007
G06000104083001,060014083001,G0600010408300,06001408300,1,1,1,1,0.94007058993
G06000104083002,060014083002,G0600010408300,06001408300,1,1,1,1,1
G06000104083003,060014083003,G0600010408300,06001408300,1,1,1,1,1
G06000104083004,060014083004,G0600010408300,06001408300,1,1,1,1,1
G06000104083005,060014083005,G0600010408300,06001408300,1,1,1,1,1
G06000104084001,060014084001,G0600010408400,06001408400,1,1,1,1,1
