"estimate","se","eventTime","model"
-1.50901254277202,5.57964466445336,-10,"twfe"
0.000317059757270366,5.89569863037654,-9,"twfe"
12.5518036573176,6.06217766390494,-8,"twfe"
5.02387887162904,5.05473878549798,-7,"twfe"
5.36325370657998,3.96317896511611,-6,"twfe"
5.18464476488241,2.85719106148396,-5,"twfe"
2.97633030977508,3.19143596327791,-4,"twfe"
2.31754267494308,3.24360751564478,-3,"twfe"
5.11555277350029,3.50300222577345,-2,"twfe"
-5.12825167389771,2.43084326860374,0,"twfe"
1.60737490720041,2.89641309214168,1,"twfe"
0.188346122790117,3.74703851593912,2,"twfe"
-1.82077044066288,3.82471586188933,3,"twfe"
-5.34418339299122,4.95852886467011,4,"twfe"
-4.92852055065646,6.04031118018082,5,"twfe"
-4.26162662962429,6.82872201275277,6,"twfe"
-3.87998990515981,4.61803743943321,7,"twfe"
-1.23117698197699,4.25926045640126,8,"twfe"
-4.25673613771315,4.63249672472544,9,"twfe"
-1.71624274447509,6.23547953471229,-10,"csa"
12.4802473486618,14.9703588238904,-9,"csa"
24.5419798074229,10.7812089515852,-8,"csa"
11.2262885215062,7.48361877925572,-7,"csa"
8.51653394100451,4.81651145911073,-6,"csa"
7.80032355712301,3.16412122998081,-5,"csa"
0.892393206663254,4.53579060417356,-4,"csa"
0.617193311805883,3.79452598534151,-3,"csa"
3.82977261957418,3.76874600563175,-2,"csa"
-4.91781340619679,2.44244712534827,0,"csa"
0.970434744084806,3.15511949582504,1,"csa"
-1.49312123281643,3.86371756319796,2,"csa"
-4.14861066543524,3.79563092383331,3,"csa"
-7.21725313145895,5.45194514628905,4,"csa"
-5.75326192631967,7.04834401096395,5,"csa"
-7.5631032203281,7.97263708118566,6,"csa"
0.343020237818883,5.42454382989243,7,"csa"
2.27427773068963,5.36249890870869,8,"csa"
-0.121458371762507,5.27595781785912,9,"csa"
-0.947537070663728,5.0900461746184,-10,"sa"
7.32716924452886,3.31591971661651,-9,"sa"
20.0840812231877,4.53226854956146,-8,"sa"
7.22680180389127,4.41177277774323,-7,"sa"
6.62394416925992,2.49765113206388,-6,"sa"
6.87935323222864,1.76038284355234,-5,"sa"
-0.354728098212671,2.82890744122752,-4,"sa"
-0.0917872712808497,2.58152125214457,-3,"sa"
3.32100122462561,2.55848905226411,-2,"sa"
-5.08017877013597,2.05764488215765,0,"sa"
1.50028655297278,2.07421199132224,1,"sa"
-0.367769253431368,3.10073139354194,2,"sa"
-2.97786026171897,2.87181721614717,3,"sa"
-5.89114615945456,3.41369686365536,4,"sa"
-4.96977579111356,4.81586723324011,5,"sa"
-5.85885204294261,6.56940357262622,6,"sa"
0.513805392217685,4.70311180073616,7,"sa"
5.04014120353995,4.83237712630345,8,"sa"
1.54059085183308,3.98647201143945,9,"sa"
