"estimate","se","eventTime","model"
55.5525621815022,51.6755708543182,-10,"twfe"
-11.0384446812778,28.3332353043123,-9,"twfe"
-20.3555964486415,29.910029420007,-8,"twfe"
10.3074928076059,19.0329977473483,-7,"twfe"
9.69554653419365,13.8148339597795,-6,"twfe"
10.007929666329,12.854651834158,-5,"twfe"
-7.47971875612107,11.111178657492,-4,"twfe"
1.35894011768647,11.3257105011666,-3,"twfe"
7.41402717696373,8.19404502509738,-2,"twfe"
-12.1870710740502,5.71967925003508,0,"twfe"
0.987813619147148,7.69774532758055,1,"twfe"
2.49504042986692,9.13134035074829,2,"twfe"
9.94764754200257,10.6379105305157,3,"twfe"
-2.17293729086479,11.3950096003158,4,"twfe"
-3.20213290216355,12.1585189566391,5,"twfe"
2.88198371257873,14.7476224087778,6,"twfe"
1.4061367793359,16.6192776363029,7,"twfe"
-3.96836072110658,15.510191294847,8,"twfe"
-24.0454069813666,22.2488648408144,9,"twfe"
81.3431875728478,135.424856578661,-10,"csa"
-22.2386052888905,51.7607748856512,-9,"csa"
-10.7589613895784,35.365656946356,-8,"csa"
30.1707367818895,23.3608841076426,-7,"csa"
15.3780201675298,19.6041526998662,-6,"csa"
17.0583765922777,16.5388044335058,-5,"csa"
-7.07094679776142,14.673523913433,-4,"csa"
0.667100285641627,11.7842017300467,-3,"csa"
7.01303762646843,8.80554700622447,-2,"csa"
0,NA,-1,"csa"
-14.5294568488143,5.61340823820212,0,"csa"
-3.44469410173443,7.98350755443092,1,"csa"
-1.29485030054265,9.81996478996142,2,"csa"
2.1609392359183,11.6662744771684,3,"csa"
-11.3456289462019,13.7151124055144,4,"csa"
-6.74726310400065,14.4227674616626,5,"csa"
-4.57909716453426,16.424032058039,6,"csa"
6.91806649722977,19.3959748795601,7,"csa"
-1.66522259752978,22.054264352094,8,"csa"
-23.3570365097123,31.2331397850837,9,"csa"
69.0505037093378,107.57405208279,-10,"sa"
-39.3987396558455,34.7580373761116,-9,"sa"
-23.8834979752096,32.4080026271473,-8,"sa"
16.821397883842,21.9576811533813,-7,"sa"
7.70344887227465,16.8403258096253,-6,"sa"
11.9316658372834,12.4769273564103,-5,"sa"
-12.4578435036088,11.0888325316761,-4,"sa"
-3.56054658983112,10.5667433461903,-3,"sa"
4.9766988505024,7.29345439798498,-2,"sa"
-13.6343369175161,5.57420600569156,0,"sa"
-1.41893860412768,6.54711562471436,1,"sa"
2.521983007489,8.68785708639123,2,"sa"
4.9245033647321,10.881704468791,3,"sa"
-8.10080076650063,12.4390594291396,4,"sa"
-4.01165863258239,13.3882690965592,5,"sa"
0.523270878021266,16.0766345559181,6,"sa"
9.27166198111947,18.370438871531,7,"sa"
5.28475538320115,19.3620311814422,8,"sa"
-18.9303036707895,24.8694624945059,9,"sa"
