"estimate","se","eventTime","model"
44.0282840272799,54.2400150656639,-10,"twfe"
-5.86500945467537,42.8513415673565,-9,"twfe"
2.93805199870369,9.12232488170805,-8,"twfe"
5.51245613524874,10.5158326641725,-7,"twfe"
5.77687513249364,6.40172049975375,-6,"twfe"
-3.3288342931563,6.04243848500948,-5,"twfe"
1.84488848868405,4.69656081380285,-4,"twfe"
3.75180525599862,6.52636583937843,-3,"twfe"
-0.812358903704848,3.26954976657045,-2,"twfe"
-3.06914693303555,3.12929861871545,0,"twfe"
-1.69174900065426,4.33559516857819,1,"twfe"
0.635074348797149,4.38695773582697,2,"twfe"
7.91900222683913,4.75894597882811,3,"twfe"
9.40678786919532,5.88297019470309,4,"twfe"
9.29208412360892,6.18284441091989,5,"twfe"
5.05263223009778,7.50979080942546,6,"twfe"
8.88841317705422,7.05423371663504,7,"twfe"
3.41943221860912,10.4650386780284,8,"twfe"
2.02385240777221,8.21586562424273,9,"twfe"
92.7395786356595,110.625429361897,-10,"csa"
-22.5005417415959,67.6291123078822,-9,"csa"
1.24841551851149,12.1357621163008,-8,"csa"
4.14564543278547,17.1349596183668,-7,"csa"
6.92633222183366,8.47042508094585,-6,"csa"
-3.27181553632984,7.96075269955742,-5,"csa"
3.67515252921419,6.24138834415238,-4,"csa"
5.05390254038376,7.96573208935968,-3,"csa"
1.09667713654681,3.71185242194389,-2,"csa"
0,NA,-1,"csa"
-2.11715314076008,3.44096108060218,0,"csa"
-1.89380202042727,4.67603783126931,1,"csa"
2.92473526907877,4.07014507982533,2,"csa"
9.55820708969339,4.91177689044967,3,"csa"
12.1669675612605,5.73608803349862,4,"csa"
10.4611819671156,6.59199689540157,5,"csa"
6.85115548179201,8.72330971709407,6,"csa"
8.11444171030473,7.86071500440777,7,"csa"
1.38172251614361,13.7047878584487,8,"csa"
-2.79828679378183,8.26894018874479,9,"csa"
92.7395786356665,94.7722761556854,-10,"sa"
-21.9850665150346,52.937678712405,-9,"sa"
1.31894086189102,11.5442166223412,-8,"sa"
4.56277027305931,12.8256858874462,-7,"sa"
7.10849048336587,7.22957305934917,-6,"sa"
-2.94536466453016,6.75437158749882,-5,"sa"
3.83882583439776,5.01990671131416,-4,"sa"
5.17806604110576,6.03928266235648,-3,"sa"
1.25950667357602,3.1574780833046,-2,"sa"
-2.02793507116057,2.73929911487746,0,"sa"
-1.97991192043134,3.82528638041131,1,"sa"
2.85342051996651,3.83796120237257,2,"sa"
9.40804462210434,4.22190407496913,3,"sa"
12.1992102620847,5.12806363173884,4,"sa"
10.4173807313789,6.09364998477596,5,"sa"
6.85444991979133,7.03502259316335,6,"sa"
8.41027977025453,5.42255958950959,7,"sa"
0.258225418133929,9.4208216434856,8,"sa"
-2.79828679378143,7.4925281217612,9,"sa"
